,Company Name,Form Type,CIK,Date Filed,URL
7380,World Gold Trust,10-K,1618181,20191210,http://www.sec.gov/Archives/edgar/data/1618181/0001193125-19-310359-index.htm
7381,"AMYRIS, INC.",10-K,1365916,20191001,http://www.sec.gov/Archives/edgar/data/1365916/0001171843-19-006229-index.htm
7382,"Artisan Consumer Goods, Inc. NT",10-K,1530425,20191001,http://www.sec.gov/Archives/edgar/data/1530425/0001477932-19-005642-index.htm
7383,Baying Ecological Holding Group Inc. NT,10-K,1333519,20191001,http://www.sec.gov/Archives/edgar/data/1333519/0001477932-19-005646-index.htm
7384,Bionovate Technologies Corp. NT,10-K,1575420,20191001,http://www.sec.gov/Archives/edgar/data/1575420/0001640334-19-001960-index.htm
7385,CEREBAIN BIOTECH CORP. NT,10-K,1453099,20191001,http://www.sec.gov/Archives/edgar/data/1453099/0001477932-19-005648-index.htm
7386,"China Green Agriculture, Inc. NT",10-K,857949,20191001,http://www.sec.gov/Archives/edgar/data/857949/0001213900-19-019418-index.htm
7387,DATASEA INC. NT,10-K,1631282,20191001,http://www.sec.gov/Archives/edgar/data/1631282/0001213900-19-019388-index.htm
7388,Global Seed Corp NT,10-K,1524829,20191001,http://www.sec.gov/Archives/edgar/data/1524829/0001213900-19-019369-index.htm
7389,LEGACY VENTURES INTERNATIONAL INC. NT,10-K,1616788,20191001,http://www.sec.gov/Archives/edgar/data/1616788/0001079974-19-000499-index.htm
7390,MPHASE TECHNOLOGIES INC NT,10-K,825322,20191001,http://www.sec.gov/Archives/edgar/data/825322/0001493152-19-014828-index.htm
7391,"Moregain Pictures, Inc. NT",10-K,921560,20191001,http://www.sec.gov/Archives/edgar/data/921560/0001553350-19-001026-index.htm
7392,PEREGRINE INDUSTRIES INC,10-K,1061164,20191001,http://www.sec.gov/Archives/edgar/data/1061164/0001262463-19-000318-index.htm
7393,PEREGRINE INDUSTRIES INC NT,10-K,1061164,20191001,http://www.sec.gov/Archives/edgar/data/1061164/0001262463-19-000316-index.htm
7394,"Pioneer Bancorp, Inc./MD NT",10-K,1769663,20191001,http://www.sec.gov/Archives/edgar/data/1769663/0000943374-19-000439-index.htm
7395,SYNTHESIS ENERGY SYSTEMS INC NT,10-K,1375063,20191001,http://www.sec.gov/Archives/edgar/data/1375063/0001493152-19-014832-index.htm
7396,Samson Oil & Gas LTD NT,10-K,1404079,20191001,http://www.sec.gov/Archives/edgar/data/1404079/0001144204-19-046735-index.htm
7397,Soltrest Inc. NT,10-K,1753931,20191001,http://www.sec.gov/Archives/edgar/data/1753931/0001165527-19-000158-index.htm
7398,"StemGen, Inc. NT",10-K,1023198,20191001,http://www.sec.gov/Archives/edgar/data/1023198/0001161697-19-000406-index.htm
7399,UNITED NATURAL FOODS INC,10-K,1020859,20191001,http://www.sec.gov/Archives/edgar/data/1020859/0001020859-19-000116-index.htm
7400,"XT Energy Group, Inc. NT",10-K,1472468,20191001,http://www.sec.gov/Archives/edgar/data/1472468/0001213900-19-019386-index.htm
7401,AMERISOURCEBERGEN CORP,10-K,1140859,20191119,http://www.sec.gov/Archives/edgar/data/1140859/0001140859-19-000040-index.htm
7402,"Arch Therapeutics, Inc.",10-K,1537561,20191119,http://www.sec.gov/Archives/edgar/data/1537561/0001104659-19-065500-index.htm
7403,"ENERGIZER HOLDINGS, INC.",10-K,1632790,20191119,http://www.sec.gov/Archives/edgar/data/1632790/0001632790-19-000080-index.htm
7404,OSHKOSH CORP,10-K,775158,20191119,http://www.sec.gov/Archives/edgar/data/775158/0000950123-19-011559-index.htm
7405,"StemGen, Inc.",10-K,1023198,20191119,http://www.sec.gov/Archives/edgar/data/1023198/0001161697-19-000493-index.htm
7406,TransDigm Group INC,10-K,1260221,20191119,http://www.sec.gov/Archives/edgar/data/1260221/0001260221-19-000043-index.htm
7407,"mCig, Inc.",10-K,1525852,20191119,http://www.sec.gov/Archives/edgar/data/1525852/0001662252-19-000059-index.htm
7408,"APPYEA, INC",10-K,1568969,20191018,http://www.sec.gov/Archives/edgar/data/1568969/0001640334-19-002076-index.htm
7409,Bunker Hill Mining Corp.,10-K,1407583,20191018,http://www.sec.gov/Archives/edgar/data/1407583/0001493152-19-015627-index.htm
7410,Emerge Energy Services LP,10-K,1555177,20191018,http://www.sec.gov/Archives/edgar/data/1555177/0001564590-19-037153-index.htm
7411,Fortem Resources Inc.,10-K,1382231,20191018,http://www.sec.gov/Archives/edgar/data/1382231/0001493152-19-015696-index.htm
7412,AMCON DISTRIBUTING CO,10-K,928465,20191108,http://www.sec.gov/Archives/edgar/data/928465/0001558370-19-010602-index.htm
7413,FAIR ISAAC CORP,10-K,814547,20191108,http://www.sec.gov/Archives/edgar/data/814547/0000814547-19-000016-index.htm
7414,SANMINA CORP,10-K,897723,20191108,http://www.sec.gov/Archives/edgar/data/897723/0000897723-19-000034-index.htm
7415,SANGUI BIOTECH INTERNATIONAL INC,10-K,1104280,20191008,http://www.sec.gov/Archives/edgar/data/1104280/0001445866-19-001219-index.htm
7416,"ACRO BIOMEDICAL CO., LTD. NT",10-K,1622996,20191231,http://www.sec.gov/Archives/edgar/data/1622996/0001640334-19-002689-index.htm
7417,AMPERICO CORP,10-K,1554054,20191226,http://www.sec.gov/Archives/edgar/data/1554054/0001214659-19-007983-index.htm
7418,Alternative Investment Corp NT,10-K,1405660,20191231,http://www.sec.gov/Archives/edgar/data/1405660/0001515971-19-000149-index.htm
7419,"AmeriCann, Inc. NT",10-K,1508348,20191231,http://www.sec.gov/Archives/edgar/data/1508348/0001004878-19-000189-index.htm
7420,"AngioSoma, Inc.",10-K,1502152,20191231,http://www.sec.gov/Archives/edgar/data/1502152/0001185185-19-001771-index.htm
7421,"AngioSoma, Inc. NT",10-K,1502152,20191231,http://www.sec.gov/Archives/edgar/data/1502152/0001185185-19-001769-index.htm
7422,CEMTREX INC NT,10-K,1435064,20191231,http://www.sec.gov/Archives/edgar/data/1435064/0001493152-19-019929-index.htm
7423,"CarrierEQ, Inc. /DE NT",10-K,1766352,20191231,http://www.sec.gov/Archives/edgar/data/1766352/0001553350-19-001308-index.htm
7424,China Foods Holdings Ltd.,10-K,1310630,20191231,http://www.sec.gov/Archives/edgar/data/1310630/0001493152-19-019900-index.htm
7425,"Digipath, Inc.",10-K,1502966,20191231,http://www.sec.gov/Archives/edgar/data/1502966/0001493152-19-019894-index.htm
7426,"Digipath, Inc. NT",10-K,1502966,20191231,http://www.sec.gov/Archives/edgar/data/1502966/0001493152-19-019910-index.htm
7427,"Financial Gravity Companies, Inc. NT",10-K,1377167,20191231,http://www.sec.gov/Archives/edgar/data/1377167/0001683168-19-004094-index.htm
7428,LIVE VENTURES Inc NT,10-K,1045742,20191231,http://www.sec.gov/Archives/edgar/data/1045742/0001564590-19-047268-index.htm
7429,"MASTERMIND, INC. NT",10-K,1088638,20191231,http://www.sec.gov/Archives/edgar/data/1088638/0001437749-19-025027-index.htm
7430,"NeuBase Therapeutics, Inc. NT",10-K,1173281,20191231,http://www.sec.gov/Archives/edgar/data/1173281/0001104659-19-077303-index.htm
7431,"Road Marshall, Inc.",10-K,1657249,20191231,http://www.sec.gov/Archives/edgar/data/1657249/0001599916-19-000172-index.htm
7432,YUMMIES INC NT,10-K,1073748,20191231,http://www.sec.gov/Archives/edgar/data/1073748/0001213900-19-027214-index.htm
7433,"MCTC Holdings, Inc.",10-K,1413488,20191021,http://www.sec.gov/Archives/edgar/data/1413488/0001079974-19-000543-index.htm
7434,"Rennova Health, Inc.",10-K,931059,20191021,http://www.sec.gov/Archives/edgar/data/931059/0001493152-19-015714-index.htm
7435,"AFTERMASTER, INC.",10-K,836809,20191015,http://www.sec.gov/Archives/edgar/data/836809/0001199835-19-000021-index.htm
7436,Aeon Global Health Corp.,10-K,885074,20191015,http://www.sec.gov/Archives/edgar/data/885074/0001437749-19-020070-index.htm
7437,Almost Never Films Inc.,10-K,1422768,20191015,http://www.sec.gov/Archives/edgar/data/1422768/0001640334-19-002047-index.htm
7438,"Ameri Metro, Inc. (formerly Yellowwood)",10-K,1534155,20191015,http://www.sec.gov/Archives/edgar/data/1534155/0001534155-19-000004-index.htm
7439,CANNABIS SUISSE CORP.,10-K,1680132,20191015,http://www.sec.gov/Archives/edgar/data/1680132/0001680132-19-000035-index.htm
7440,"Cavitation Technologies, Inc.",10-K,1376793,20191015,http://www.sec.gov/Archives/edgar/data/1376793/0001683168-19-003250-index.htm
7441,"China Green Agriculture, Inc.",10-K,857949,20191015,http://www.sec.gov/Archives/edgar/data/857949/0001213900-19-020284-index.htm
7442,DATASEA INC.,10-K,1631282,20191015,http://www.sec.gov/Archives/edgar/data/1631282/0001213900-19-020387-index.htm
7443,ENZO BIOCHEM INC,10-K,316253,20191015,http://www.sec.gov/Archives/edgar/data/316253/0000930413-19-002691-index.htm
7444,FERRELLGAS FINANCE CORP,10-K,922360,20191015,http://www.sec.gov/Archives/edgar/data/922360/0001558370-19-008908-index.htm
7445,FERRELLGAS L P,10-K,922359,20191015,http://www.sec.gov/Archives/edgar/data/922359/0001558370-19-008908-index.htm
7446,FERRELLGAS PARTNERS FINANCE CORP,10-K,1012493,20191015,http://www.sec.gov/Archives/edgar/data/1012493/0001558370-19-008908-index.htm
7447,FERRELLGAS PARTNERS L P,10-K,922358,20191015,http://www.sec.gov/Archives/edgar/data/922358/0001558370-19-008908-index.htm
7448,"GROW CAPITAL, INC.",10-K,1448558,20191015,http://www.sec.gov/Archives/edgar/data/1448558/0001445866-19-001243-index.htm
7449,"Genesys Industries, Inc.",10-K,1683131,20191015,http://www.sec.gov/Archives/edgar/data/1683131/0001607062-19-000393-index.htm
7450,Global Seed Corp,10-K,1524829,20191015,http://www.sec.gov/Archives/edgar/data/1524829/0001213900-19-020346-index.htm
7451,"Interlink Plus, Inc.",10-K,1643988,20191015,http://www.sec.gov/Archives/edgar/data/1643988/0001393905-19-000296-index.htm
7452,MPHASE TECHNOLOGIES INC,10-K,825322,20191015,http://www.sec.gov/Archives/edgar/data/825322/0001493152-19-015506-index.htm
7453,NEVADA CLASSIC THOROUGHBREDS INC,10-K,1128383,20191015,http://www.sec.gov/Archives/edgar/data/1128383/0001128383-19-000011-index.htm
7454,"NightFood Holdings, Inc.",10-K,1593001,20191015,http://www.sec.gov/Archives/edgar/data/1593001/0001213900-19-020355-index.htm
7455,"Propanc Biopharma, Inc.",10-K,1517681,20191015,http://www.sec.gov/Archives/edgar/data/1517681/0001493152-19-015529-index.htm
7456,RedHawk Holdings Corp.,10-K,1353406,20191015,http://www.sec.gov/Archives/edgar/data/1353406/0001753926-19-000210-index.htm
7457,Samson Oil & Gas LTD,10-K,1404079,20191015,http://www.sec.gov/Archives/edgar/data/1404079/0001104659-19-054152-index.htm
7458,"Steel Connect, Inc.",10-K,914712,20191015,http://www.sec.gov/Archives/edgar/data/914712/0001628280-19-012291-index.htm
7459,"Sugarmade, Inc.",10-K,919175,20191015,http://www.sec.gov/Archives/edgar/data/919175/0001520138-19-000392-index.htm
7460,URANIUM ENERGY CORP,10-K,1334933,20191015,http://www.sec.gov/Archives/edgar/data/1334933/0001437749-19-020004-index.htm
7461,"XT Energy Group, Inc.",10-K,1472468,20191015,http://www.sec.gov/Archives/edgar/data/1472468/0001213900-19-020379-index.htm
7462,"Xiamen Lutong International Travel Agency Co., Ltd.",10-K,1445175,20191015,http://www.sec.gov/Archives/edgar/data/1445175/0001731122-19-000604-index.htm
7463,ADDVANTAGE TECHNOLOGIES GROUP INC,10-K,874292,20191217,http://www.sec.gov/Archives/edgar/data/874292/0001445260-19-000064-index.htm
7464,ARK RESTAURANTS CORP,10-K,779544,20191217,http://www.sec.gov/Archives/edgar/data/779544/0000779544-19-000035-index.htm
7465,"BALLY, CORP.",10-K,1591565,20191217,http://www.sec.gov/Archives/edgar/data/1591565/0001640334-19-002605-index.htm
7466,"Brooks Automation, Inc.",10-K,933974,20191217,http://www.sec.gov/Archives/edgar/data/933974/0001558370-19-011541-index.htm
7467,"Cannis, Inc.",10-K,1684508,20191217,http://www.sec.gov/Archives/edgar/data/1684508/0001477932-19-007149-index.htm
7468,"GridIron BioNutrients, Inc.",10-K,1629205,20191217,http://www.sec.gov/Archives/edgar/data/1629205/0001477932-19-007157-index.htm
7469,MESA AIR GROUP INC,10-K,810332,20191217,http://www.sec.gov/Archives/edgar/data/810332/0001564590-19-046104-index.htm
7470,MESA AIR GROUP INC NT,10-K,810332,20191217,http://www.sec.gov/Archives/edgar/data/810332/0001564590-19-046126-index.htm
7471,NAVISTAR INTERNATIONAL CORP,10-K,808450,20191217,http://www.sec.gov/Archives/edgar/data/808450/0000808450-19-000241-index.htm
7472,AECOM,10-K,868857,20191113,http://www.sec.gov/Archives/edgar/data/868857/0001104659-19-063367-index.htm
7473,"Amazing Energy Oil & Gas, Co.",10-K,1375618,20191113,http://www.sec.gov/Archives/edgar/data/1375618/0001199835-19-000034-index.htm
7474,BEAZER HOMES USA INC,10-K,915840,20191113,http://www.sec.gov/Archives/edgar/data/915840/0000915840-19-000058-index.htm
7475,BODY & MIND INC.,10-K,1715611,20191113,http://www.sec.gov/Archives/edgar/data/1715611/0001640334-19-002284-index.htm
7476,"Bakhu Holdings, Corp.",10-K,1440153,20191113,http://www.sec.gov/Archives/edgar/data/1440153/0001391609-19-000171-index.htm
7477,CHASE CORP,10-K,830524,20191113,http://www.sec.gov/Archives/edgar/data/830524/0001558370-19-010957-index.htm
7478,GLADSTONE CAPITAL CORP,10-K,1143513,20191113,http://www.sec.gov/Archives/edgar/data/1143513/0001193125-19-290988-index.htm
7479,GREEN HYGIENICS HOLDINGS INC.,10-K,1443388,20191113,http://www.sec.gov/Archives/edgar/data/1443388/0001165527-19-000187-index.htm
7480,HOOPS SCOUTING USA,10-K,1721056,20191113,http://www.sec.gov/Archives/edgar/data/1721056/0001078782-19-000835-index.htm
7481,"Hillenbrand, Inc.",10-K,1417398,20191113,http://www.sec.gov/Archives/edgar/data/1417398/0001417398-19-000037-index.htm
7482,INFITECH VENTURES INC,10-K,1129096,20191113,http://www.sec.gov/Archives/edgar/data/1129096/0001062993-19-004361-index.htm
7483,JEWETT CAMERON TRADING CO LTD,10-K,885307,20191113,http://www.sec.gov/Archives/edgar/data/885307/0001217160-19-000103-index.htm
7484,"MERITOR, INC.",10-K,1113256,20191113,http://www.sec.gov/Archives/edgar/data/1113256/0001113256-19-000096-index.htm
7485,NON INVASIVE MONITORING SYSTEMS INC /FL/,10-K,720762,20191113,http://www.sec.gov/Archives/edgar/data/720762/0001493152-19-017042-index.htm
7486,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,10-K,875582,20191113,http://www.sec.gov/Archives/edgar/data/875582/0001171843-19-007508-index.htm
7487,SIMULATIONS PLUS INC,10-K,1023459,20191113,http://www.sec.gov/Archives/edgar/data/1023459/0001683168-19-003572-index.htm
7488,AUTOZONE INC,10-K,866787,20191028,http://www.sec.gov/Archives/edgar/data/866787/0001193125-19-276201-index.htm
7489,Bristow Group Inc,10-K,73887,20191028,http://www.sec.gov/Archives/edgar/data/73887/0000073887-19-000046-index.htm
7490,"Digerati Technologies, Inc.",10-K,1014052,20191028,http://www.sec.gov/Archives/edgar/data/1014052/0001213900-19-021294-index.htm
7491,INFITECH VENTURES INC NT,10-K,1129096,20191028,http://www.sec.gov/Archives/edgar/data/1129096/0001062993-19-004058-index.htm
7492,LEPOTA INC,10-K,1617351,20191028,http://www.sec.gov/Archives/edgar/data/1617351/0001617351-19-000008-index.htm
7493,ONCOSEC MEDICAL Inc,10-K,1444307,20191028,http://www.sec.gov/Archives/edgar/data/1444307/0001493152-19-016036-index.htm
7494,Summit Networks Inc. NT,10-K,1619096,20191028,http://www.sec.gov/Archives/edgar/data/1619096/0001091818-19-000254-index.htm
7495,"Walgreens Boots Alliance, Inc.",10-K,1618921,20191028,http://www.sec.gov/Archives/edgar/data/1618921/0001618921-19-000069-index.htm
7496,"Zedge, Inc.",10-K,1667313,20191028,http://www.sec.gov/Archives/edgar/data/1667313/0001213900-19-021279-index.htm
7497,KID CASTLE EDUCATIONAL CORP,10-K,1049011,20191105,http://www.sec.gov/Archives/edgar/data/1049011/0001760319-19-000027-index.htm
7498,MAYS J W INC,10-K,54187,20191003,http://www.sec.gov/Archives/edgar/data/54187/0001206774-19-003357-index.htm
7499,Soltrest Inc.,10-K,1753931,20191003,http://www.sec.gov/Archives/edgar/data/1753931/0001165527-19-000160-index.htm
7500,THERAPY CELLS INC,10-K,1429859,20191003,http://www.sec.gov/Archives/edgar/data/1429859/0001683168-19-003154-index.htm
7501,"Wall Street Media Co, Inc.",10-K,1473490,20191101,http://www.sec.gov/Archives/edgar/data/1473490/0001493152-19-016353-index.htm
7502,"Rafael Holdings, Inc.",10-K,1713863,20191004,http://www.sec.gov/Archives/edgar/data/1713863/0001213900-19-019707-index.htm
7503,SCIENTIFIC INDUSTRIES INC,10-K,87802,20191004,http://www.sec.gov/Archives/edgar/data/87802/0001654954-19-011483-index.htm
7504,"Saleen Automotive, Inc.",10-K,1528098,20191004,http://www.sec.gov/Archives/edgar/data/1528098/0001493152-19-015009-index.htm
7505,ATMOS ENERGY CORP,10-K,731802,20191112,http://www.sec.gov/Archives/edgar/data/731802/0000731802-19-000037-index.htm
7506,"Darkstar Ventures, Inc.",10-K,1530163,20191112,http://www.sec.gov/Archives/edgar/data/1530163/0001213900-19-022775-index.htm
7507,FRANKLIN RESOURCES INC,10-K,38777,20191112,http://www.sec.gov/Archives/edgar/data/38777/0000038777-19-000186-index.htm
7508,GENEREX BIOTECHNOLOGY CORP,10-K,1059784,20191112,http://www.sec.gov/Archives/edgar/data/1059784/0001607062-19-000429-index.htm
7509,"Gryphon Resources, Inc.",10-K,1372954,20191112,http://www.sec.gov/Archives/edgar/data/1372954/0001017386-19-000298-index.htm
7510,"Inspired Builders, Inc.",10-K,1509786,20191112,http://www.sec.gov/Archives/edgar/data/1509786/0001213900-19-022874-index.htm
7511,"KushCo Holdings, Inc.",10-K,1604627,20191112,http://www.sec.gov/Archives/edgar/data/1604627/0001104659-19-062648-index.htm
7512,MOOG INC.,10-K,67887,20191112,http://www.sec.gov/Archives/edgar/data/67887/0000067887-19-000086-index.htm
7513,PURE CYCLE CORP,10-K,276720,20191112,http://www.sec.gov/Archives/edgar/data/276720/0001140361-19-020266-index.htm
7514,"ROCKWELL AUTOMATION, INC",10-K,1024478,20191112,http://www.sec.gov/Archives/edgar/data/1024478/0001024478-19-000044-index.htm
7515,TE Connectivity Ltd.,10-K,1385157,20191112,http://www.sec.gov/Archives/edgar/data/1385157/0001558370-19-010758-index.htm
7516,"TYSON FOODS, INC.",10-K,100493,20191112,http://www.sec.gov/Archives/edgar/data/100493/0000100493-19-000118-index.htm
7517,APPLIED DNA SCIENCES INC,10-K,744452,20191212,http://www.sec.gov/Archives/edgar/data/744452/0001104659-19-072186-index.htm
7518,Blue Bird Corp,10-K,1589526,20191212,http://www.sec.gov/Archives/edgar/data/1589526/0001589526-19-000054-index.htm
7519,DAILY JOURNAL CORP,10-K,783412,20191212,http://www.sec.gov/Archives/edgar/data/783412/0001437749-19-024290-index.htm
7520,HP INC,10-K,47217,20191212,http://www.sec.gov/Archives/edgar/data/47217/0000047217-19-000071-index.htm
7521,INTL FCSTONE INC.,10-K,913760,20191212,http://www.sec.gov/Archives/edgar/data/913760/0000913760-19-000141-index.htm
7522,"PARKS AMERICA, INC",10-K,1297937,20191212,http://www.sec.gov/Archives/edgar/data/1297937/0001078782-19-000906-index.htm
7523,Quanex Building Products CORP,10-K,1423221,20191212,http://www.sec.gov/Archives/edgar/data/1423221/0001423221-19-000018-index.htm
7524,TEMIR CORP.,10-K,1685237,20191212,http://www.sec.gov/Archives/edgar/data/1685237/0001213900-19-025929-index.htm
7525,VERU INC.,10-K,863894,20191212,http://www.sec.gov/Archives/edgar/data/863894/0000863894-19-000014-index.htm
7526,Indigenous Roots Corp.,10-K,1373690,20191024,http://www.sec.gov/Archives/edgar/data/1373690/0001640334-19-002106-index.htm
7527,MSC INDUSTRIAL DIRECT CO INC,10-K,1003078,20191024,http://www.sec.gov/Archives/edgar/data/1003078/0001003078-19-000232-index.htm
7528,BIGFOOT PROJECT INVESTMENTS INC,10-K,1569568,20191209,http://www.sec.gov/Archives/edgar/data/1569568/0001493152-19-018899-index.htm
7529,"Hawkeye Systems, Inc.",10-K,1750777,20191209,http://www.sec.gov/Archives/edgar/data/1750777/0001477932-19-007005-index.htm
7530,Summit Networks Inc.,10-K,1619096,20191209,http://www.sec.gov/Archives/edgar/data/1619096/0001091818-19-000318-index.htm
7531,TIMBERLAND BANCORP INC,10-K,1046050,20191209,http://www.sec.gov/Archives/edgar/data/1046050/0000939057-19-000440-index.htm
7532,"TX Holdings, Inc.",10-K,1133798,20191209,http://www.sec.gov/Archives/edgar/data/1133798/0001437749-19-024029-index.htm
7533,Allied Corp. NT,10-K,1575295,20191202,http://www.sec.gov/Archives/edgar/data/1575295/0001477932-19-006880-index.htm
7534,Apawthecary Pets USA NT,10-K,1528697,20191202,http://www.sec.gov/Archives/edgar/data/1528697/0001477932-19-006871-index.htm
7535,"Bespoke Extracts, Inc. NT",10-K,1409197,20191202,http://www.sec.gov/Archives/edgar/data/1409197/0001213900-19-025072-index.htm
7536,"BorrowMoney.com, Inc. NT",10-K,1656501,20191202,http://www.sec.gov/Archives/edgar/data/1656501/0001493152-19-018639-index.htm
7537,"Brooks Automation, Inc. NT",10-K,933974,20191202,http://www.sec.gov/Archives/edgar/data/933974/0001558370-19-011258-index.htm
7538,"Cannis, Inc. NT",10-K,1684508,20191202,http://www.sec.gov/Archives/edgar/data/1684508/0001477932-19-006878-index.htm
7539,Globe Net Wireless Corp. NT,10-K,1511820,20191202,http://www.sec.gov/Archives/edgar/data/1511820/0001493152-19-018624-index.htm
7540,NOTOX TECHNOLOGIES CORP.,10-K,844538,20191202,http://www.sec.gov/Archives/edgar/data/844538/0001493152-19-018581-index.htm
7541,"ShiftPixy, Inc. NT",10-K,1675634,20191202,http://www.sec.gov/Archives/edgar/data/1675634/0001477932-19-006882-index.htm
7542,"Clearfield, Inc.",10-K,796505,20191115,http://www.sec.gov/Archives/edgar/data/796505/0001171843-19-007586-index.htm
7543,"F5 NETWORKS, INC.",10-K,1048695,20191115,http://www.sec.gov/Archives/edgar/data/1048695/0001048695-19-000034-index.htm
7544,"Helmerich & Payne, Inc.",10-K,46765,20191115,http://www.sec.gov/Archives/edgar/data/46765/0000046765-19-000019-index.htm
7545,"Hill-Rom Holdings, Inc.",10-K,47518,20191115,http://www.sec.gov/Archives/edgar/data/47518/0000047518-19-000097-index.htm
7546,KULICKE & SOFFA INDUSTRIES INC,10-K,56978,20191115,http://www.sec.gov/Archives/edgar/data/56978/0000056978-19-000130-index.htm
7547,"MODEL N, INC.",10-K,1118417,20191115,http://www.sec.gov/Archives/edgar/data/1118417/0001118417-19-000095-index.htm
7548,Monetiva Inc.,10-K,1681309,20191115,http://www.sec.gov/Archives/edgar/data/1681309/0001213900-19-023684-index.htm
7549,NATIONAL FUEL GAS CO,10-K,70145,20191115,http://www.sec.gov/Archives/edgar/data/70145/0000070145-19-000030-index.htm
7550,PLEXUS CORP,10-K,785786,20191115,http://www.sec.gov/Archives/edgar/data/785786/0000785786-19-000059-index.htm
7551,"SB/RH Holdings, LLC",10-K,1592706,20191115,http://www.sec.gov/Archives/edgar/data/1592706/0000109177-19-000050-index.htm
7552,STARBUCKS CORP,10-K,829224,20191115,http://www.sec.gov/Archives/edgar/data/829224/0000829224-19-000051-index.htm
7553,"Spectrum Brands Holdings, Inc.",10-K,109177,20191115,http://www.sec.gov/Archives/edgar/data/109177/0000109177-19-000050-index.htm
7554,TD AMERITRADE HOLDING CORP,10-K,1173431,20191115,http://www.sec.gov/Archives/edgar/data/1173431/0001173431-19-000117-index.htm
7555,Tennessee Valley Authority,10-K,1376986,20191115,http://www.sec.gov/Archives/edgar/data/1376986/0001376986-19-000037-index.htm
7556,ALTEX INDUSTRIES INC,10-K,775057,20191226,http://www.sec.gov/Archives/edgar/data/775057/0001096906-19-000440-index.htm
7557,AMPERICO CORP,10-K,1554054,20191226,http://www.sec.gov/Archives/edgar/data/1554054/0001214659-19-007945-index.htm
7558,AMPERICO CORP,10-K,1554054,20191226,http://www.sec.gov/Archives/edgar/data/1554054/0001214659-19-007949-index.htm
7559,AMPERICO CORP,10-K,1554054,20191226,http://www.sec.gov/Archives/edgar/data/1554054/0001214659-19-007954-index.htm
7560,BIOANALYTICAL SYSTEMS INC,10-K,720154,20191226,http://www.sec.gov/Archives/edgar/data/720154/0001104659-19-076191-index.htm
7561,DYNASIL CORP OF AMERICA,10-K,30831,20191226,http://www.sec.gov/Archives/edgar/data/30831/0001104659-19-075906-index.htm
7562,"NuZee, Inc.",10-K,1527613,20191226,http://www.sec.gov/Archives/edgar/data/1527613/0001376474-19-000307-index.htm
7563,Nukkleus Inc. NT,10-K,1592782,20191226,http://www.sec.gov/Archives/edgar/data/1592782/0001213900-19-026896-index.htm
7564,"Toll Brothers, Inc.",10-K,794170,20191226,http://www.sec.gov/Archives/edgar/data/794170/0000794170-19-000067-index.htm
7565,UNITED BANCSHARES INC /PA,10-K,944792,20191224,http://www.sec.gov/Archives/edgar/data/944792/0001445866-19-001459-index.htm
7566,AMERICAN BATTERY METALS CORP,10-K,1576873,20191227,http://www.sec.gov/Archives/edgar/data/1576873/0001078782-19-000954-index.htm
7567,"Bridgeline Digital, Inc.",10-K,1378590,20191227,http://www.sec.gov/Archives/edgar/data/1378590/0001437749-19-024964-index.htm
7568,"Creative Waste Solutions, Inc. NT",10-K,1385329,20191227,http://www.sec.gov/Archives/edgar/data/1385329/0001477932-19-007314-index.htm
7569,"Forward Industries, Inc.",10-K,38264,20191227,http://www.sec.gov/Archives/edgar/data/38264/0001683168-19-004079-index.htm
7570,Genufood Energy Enzymes Corp. NT,10-K,1510518,20191227,http://www.sec.gov/Archives/edgar/data/1510518/0001213900-19-027061-index.htm
7571,Graphene & Solar Technologies Ltd NT,10-K,1497649,20191227,http://www.sec.gov/Archives/edgar/data/1497649/0001640334-19-002684-index.htm
7572,JANEL CORP NT,10-K,1133062,20191227,http://www.sec.gov/Archives/edgar/data/1133062/0001140361-19-023350-index.htm
7573,"KNOW LABS, INC.",10-K,1074828,20191227,http://www.sec.gov/Archives/edgar/data/1074828/0001654954-19-014278-index.htm
7574,"POWER SOLUTIONS INTERNATIONAL, INC.",10-K,1137091,20191227,http://www.sec.gov/Archives/edgar/data/1137091/0001628280-19-015322-index.htm
7575,HORMEL FOODS CORP /DE/,10-K,48465,20191206,http://www.sec.gov/Archives/edgar/data/48465/0000048465-19-000057-index.htm
7576,"IES Holdings, Inc.",10-K,1048268,20191206,http://www.sec.gov/Archives/edgar/data/1048268/0001048268-19-000007-index.htm
7577,JOHNSON OUTDOORS INC,10-K,788329,20191206,http://www.sec.gov/Archives/edgar/data/788329/0001140361-19-022062-index.htm
7578,MITEK SYSTEMS INC,10-K,807863,20191206,http://www.sec.gov/Archives/edgar/data/807863/0000807863-19-000080-index.htm
7579,UNIVERSAL TECHNICAL INSTITUTE INC,10-K,1261654,20191206,http://www.sec.gov/Archives/edgar/data/1261654/0001261654-19-000060-index.htm
7580,CHS INC,10-K,823277,20191106,http://www.sec.gov/Archives/edgar/data/823277/0000823277-19-000036-index.htm
7581,QUALCOMM INC/DE,10-K,804328,20191106,http://www.sec.gov/Archives/edgar/data/804328/0001728949-19-000072-index.htm
7582,"SMART Global Holdings, Inc.",10-K,1616533,20191106,http://www.sec.gov/Archives/edgar/data/1616533/0001564590-19-041109-index.htm
7583,Baying Ecological Holding Group Inc.,10-K,1333519,20191002,http://www.sec.gov/Archives/edgar/data/1333519/0001477932-19-005657-index.htm
