,Unnamed: 0,Company Name,Form Type,CIK,Date Filed,URL,EX21
6394,6394,"SEARS HOMETOWN & OUTLET STORES, INC.",10-K,1548309,20190503,http://www.sec.gov/Archives/edgar/data/1548309/0001548309-19-000069-index.htm,/Archives/edgar/data/1548309/000154830919000069/sho02022019-10kxex21.htm
6398,6398,Citi Trends Inc,10-K,1318484,20190417,http://www.sec.gov/Archives/edgar/data/1318484/0001558370-19-003051-index.htm,/Archives/edgar/data/1318484/000155837019003051/ctrn-20190202ex2115b2309.htm
6405,6405,"RTW Retailwinds, Inc.",10-K,1211351,20190417,http://www.sec.gov/Archives/edgar/data/1211351/0001047469-19-002283-index.htm,/Archives/edgar/data/1211351/000104746919002283/a2238476zex-21_1.htm
6412,6412,CSS INDUSTRIES INC,10-K,20629,20190531,http://www.sec.gov/Archives/edgar/data/20629/0000020629-19-000060-index.htm,/Archives/edgar/data/20629/000002062919000060/fy201910-kxex21.htm
6413,6413,ECOLOGY & ENVIRONMENT INC,10-K,809933,20190531,http://www.sec.gov/Archives/edgar/data/809933/0001140361-19-010211-index.htm,/Archives/edgar/data/809933/000114036119010211/ex21_1.htm
6414,6414,GRAHAM CORP,10-K,716314,20190531,http://www.sec.gov/Archives/edgar/data/716314/0001564590-19-021076-index.htm,/Archives/edgar/data/716314/000156459019021076/ghm-ex211_9.htm
6417,6417,WESTELL TECHNOLOGIES INC,10-K,1002135,20190531,http://www.sec.gov/Archives/edgar/data/1002135/0001002135-19-000017-index.htm,/Archives/edgar/data/1002135/000100213519000017/wstl-ex211_2019331.htm
6418,6418,"WOD Retail Solutions, Inc.",10-K,704366,20190531,http://www.sec.gov/Archives/edgar/data/704366/0001477932-19-003331-index.htm,/Archives/edgar/data/704366/000147793219003331/wodi_ex211.htm
6420,6420,ENTRAVISION COMMUNICATIONS CORP,10-K,1109116,20190507,http://www.sec.gov/Archives/edgar/data/1109116/0001564590-19-016139-index.htm,/Archives/edgar/data/1109116/000156459019016139/evc-ex211_7.htm
6423,6423,"Yew Bio-Pharm Group, Inc.",10-K,1548240,20190507,http://www.sec.gov/Archives/edgar/data/1548240/0001213900-19-007971-index.htm,/Archives/edgar/data/1548240/000121390019007971/f10k2018ex21-1_yewbio.htm
6424,6424,CAPITAL SOUTHWEST CORP,10-K,17313,20190604,http://www.sec.gov/Archives/edgar/data/17313/0000017313-19-000024-index.htm,/Archives/edgar/data/17313/000001731319000024/cswc33119ex211.htm
6428,6428,"Command Center, Inc.",10-K,1140102,20190409,http://www.sec.gov/Archives/edgar/data/1140102/0001654954-19-004201-index.htm,/Archives/edgar/data/1140102/000165495419004201/ccni_ex211.htm
6438,6438,Discovery Energy Corp.,10-K,1435387,20190515,http://www.sec.gov/Archives/edgar/data/1435387/0001493152-19-007316-index.htm,/Archives/edgar/data/1435387/000149315219007316/ex21-1.htm
6440,6440,MCKESSON CORP,10-K,927653,20190515,http://www.sec.gov/Archives/edgar/data/927653/0000927653-19-000009-index.htm,/Archives/edgar/data/927653/000092765319000009/mck_exhibit21x3312019.htm
6443,6443,1847 Holdings LLC,10-K,1599407,20190415,http://www.sec.gov/Archives/edgar/data/1599407/0001477932-19-001700-index.htm,/Archives/edgar/data/1599407/000147793219001700/efsh_ex211.htm
6444,6444,"AAC Holdings, Inc.",10-K,1606180,20190415,http://www.sec.gov/Archives/edgar/data/1606180/0001564590-19-011552-index.htm,/Archives/edgar/data/1606180/000156459019011552/aac-ex211_7.htm
6449,6449,"Affinion Group Holdings, Inc.",10-K,1404624,20190415,http://www.sec.gov/Archives/edgar/data/1404624/0001564590-19-011537-index.htm,/Archives/edgar/data/1404624/000156459019011537/aghi-ex211_8.htm
6458,6458,"Brazil Minerals, Inc.",10-K,1540684,20190415,http://www.sec.gov/Archives/edgar/data/1540684/0001079974-19-000195-index.htm,/Archives/edgar/data/1540684/000107997419000195/ex21_1.htm
6460,6460,CLEARONE INC,10-K,840715,20190415,http://www.sec.gov/Archives/edgar/data/840715/0001437749-19-007187-index.htm,/Archives/edgar/data/840715/000143774919007187/ex_140291.htm
6463,6463,China XD Plastics Co Ltd,10-K,1353970,20190415,http://www.sec.gov/Archives/edgar/data/1353970/0001079973-19-000222-index.htm,/Archives/edgar/data/1353970/000107997319000222/ex21x1.htm
6464,6464,"ChinaNet Online Holdings, Inc.",10-K,1376321,20190415,http://www.sec.gov/Archives/edgar/data/1376321/0001171843-19-002416-index.htm,/Archives/edgar/data/1376321/000117184319002416/exh_211.htm
6469,6469,"Dolphin Entertainment, Inc.",10-K,1282224,20190415,http://www.sec.gov/Archives/edgar/data/1282224/0001553350-19-000383-index.htm,/Archives/edgar/data/1282224/000155335019000383/dlpn_ex21z1.htm
6470,6470,Dongxing International Inc.,10-K,1500861,20190415,http://www.sec.gov/Archives/edgar/data/1500861/0001262463-19-000114-index.htm,/Archives/edgar/data/1500861/000126246319000114/ex21.htm
6472,6472,"Driven Deliveries, Inc.",10-K,1629606,20190415,http://www.sec.gov/Archives/edgar/data/1629606/0001654954-19-004410-index.htm,/Archives/edgar/data/1629606/000165495419004410/drvd_ex211.htm
6478,6478,"FICAAR, INC",10-K,1144546,20190415,http://www.sec.gov/Archives/edgar/data/1144546/0001213900-19-006333-index.htm,/Archives/edgar/data/1144546/000121390019006333/f10k2018ex21-1_ficaarinc.htm
6482,6482,"Generation Alpha, Inc.",10-K,1398137,20190415,http://www.sec.gov/Archives/edgar/data/1398137/0001493152-19-005339-index.htm,/Archives/edgar/data/1398137/000149315219005339/ex21-1.htm
6483,6483,"Giggles N' Hugs, Inc.",10-K,1381435,20190415,http://www.sec.gov/Archives/edgar/data/1381435/0001493152-19-005330-index.htm,/Archives/edgar/data/1381435/000149315219005330/ex21.htm
6491,6491,"Legacy Education Alliance, Inc.",10-K,1561880,20190415,http://www.sec.gov/Archives/edgar/data/1561880/0001213900-19-006371-index.htm,/Archives/edgar/data/1561880/000121390019006371/f10k2018ex21-1_legacyedu.htm
6492,6492,"Lifeway Foods, Inc.",10-K,814586,20190415,http://www.sec.gov/Archives/edgar/data/814586/0001683168-19-001051-index.htm,/Archives/edgar/data/814586/000168316819001051/lifeway_10k-ex0021.htm
6497,6497,MOBIVITY HOLDINGS CORP.,10-K,1447380,20190415,http://www.sec.gov/Archives/edgar/data/1447380/0001445866-19-000425-index.htm,/Archives/edgar/data/1447380/000144586619000425/mfon_ex21z1.htm
6499,6499,"Medifirst Solutions, Inc.",10-K,1522704,20190415,http://www.sec.gov/Archives/edgar/data/1522704/0001213900-19-006388-index.htm,/Archives/edgar/data/1522704/000121390019006388/f10k2018ex21-1_medifirst.htm
6503,6503,"One Horizon Group, Inc.",10-K,225211,20190415,http://www.sec.gov/Archives/edgar/data/225211/0001615774-19-005776-index.htm,/Archives/edgar/data/225211/000161577419005776/s116872_ex21-1.htm
6506,6506,PROTEO INC,10-K,1063104,20190415,http://www.sec.gov/Archives/edgar/data/1063104/0001683168-19-001045-index.htm,/Archives/edgar/data/1063104/000168316819001045/proteo_10k-ex2100.htm
6507,6507,Planet Green Holdings Corp.,10-K,1117057,20190415,http://www.sec.gov/Archives/edgar/data/1117057/0001062993-19-001730-index.htm,/Archives/edgar/data/1117057/000106299319001730/exhibit21-1.htm
6508,6508,"Porter Holding International, Inc.",10-K,1605810,20190415,http://www.sec.gov/Archives/edgar/data/1605810/0001185185-19-000529-index.htm,/Archives/edgar/data/1605810/000118518519000529/ex_140598.htm
6511,6511,"Real Goods Solar, Inc.",10-K,1425565,20190415,http://www.sec.gov/Archives/edgar/data/1425565/0001144204-19-019699-index.htm,/Archives/edgar/data/1425565/000114420419019699/tv513901_ex21-1.htm
6512,6512,"Rocky Mountain High Brands, Inc.",10-K,1670869,20190415,http://www.sec.gov/Archives/edgar/data/1670869/0001663577-19-000161-index.htm,/Archives/edgar/data/1670869/000166357719000161/ex21_1.htm
6514,6514,SPAR GROUP INC,10-K,1004989,20190415,http://www.sec.gov/Archives/edgar/data/1004989/0001437749-19-007194-index.htm,/Archives/edgar/data/1004989/000143774919007194/ex_140221.htm
6516,6516,Sincerity Applied Materials Holdings Corp.,10-K,1532595,20190415,http://www.sec.gov/Archives/edgar/data/1532595/0001213900-19-006410-index.htm,/Archives/edgar/data/1532595/000121390019006410/f10k2018ex21-1_sincerity.htm
6518,6518,StrikeForce Technologies Inc.,10-K,1285543,20190415,http://www.sec.gov/Archives/edgar/data/1285543/0001477932-19-001740-index.htm,/Archives/edgar/data/1285543/000147793219001740/sfor_ex21.htm
6521,6521,TRANS LUX Corp,10-K,99106,20190415,http://www.sec.gov/Archives/edgar/data/99106/0001513162-19-000109-index.htm,/Archives/edgar/data/99106/000151316219000109/exhibit21.htm
6522,6522,TWO RIVERS WATER & FARMING Co,10-K,1302946,20190415,http://www.sec.gov/Archives/edgar/data/1302946/0001493152-19-005266-index.htm,/Archives/edgar/data/1302946/000149315219005266/ex21-1.htm
6527,6527,"Vanguard Natural Resources, Inc.",10-K,1384072,20190415,http://www.sec.gov/Archives/edgar/data/1384072/0001384072-19-000038-index.htm,/Archives/edgar/data/1384072/000138407219000038/exhibit21-1x2018xq4x10k.htm
6532,6532,"Youngevity International, Inc.",10-K,1569329,20190415,http://www.sec.gov/Archives/edgar/data/1569329/0001654954-19-004418-index.htm,/Archives/edgar/data/1569329/000165495419004418/ex21-1.htm
6534,6534,GLOBAL DIGITAL SOLUTIONS INC,10-K,1011662,20190618,http://www.sec.gov/Archives/edgar/data/1011662/0001654954-19-007421-index.htm,/Archives/edgar/data/1011662/000165495419007421/gdsi_ex211.htm
6535,6535,LA-Z-BOY INC,10-K,57131,20190618,http://www.sec.gov/Archives/edgar/data/57131/0001047469-19-003700-index.htm,/Archives/edgar/data/57131/000104746919003700/a2239055zex-21.htm
6536,6536,"NetApp, Inc.",10-K,1002047,20190618,http://www.sec.gov/Archives/edgar/data/1002047/0001564590-19-022779-index.htm,/Archives/edgar/data/1002047/000156459019022779/ntap-ex211_76.htm
6537,6537,AMERICAN SUPERCONDUCTOR CORP /DE/,10-K,880807,20190605,http://www.sec.gov/Archives/edgar/data/880807/0001437749-19-011477-index.htm,/Archives/edgar/data/880807/000143774919011477/ex_146172.htm
6538,6538,"ORION ENERGY SYSTEMS, INC.",10-K,1409375,20190605,http://www.sec.gov/Archives/edgar/data/1409375/0001564590-19-021688-index.htm,/Archives/edgar/data/1409375/000156459019021688/oesx-ex211_102.htm
6539,6539,"Quest Solution, Inc.",10-K,278165,20190605,http://www.sec.gov/Archives/edgar/data/278165/0001493152-19-008751-index.htm,/Archives/edgar/data/278165/000149315219008751/ex21-1.htm
6540,6540,ANDES 7 INC.,10-K,1650205,20190606,http://www.sec.gov/Archives/edgar/data/1650205/0001262463-19-000190-index.htm,/Archives/edgar/data/1650205/000126246319000190/ex21.htm
6543,6543,Perspecta Inc.,10-K,1724670,20190606,http://www.sec.gov/Archives/edgar/data/1724670/0001724670-19-000059-index.htm,/Archives/edgar/data/1724670/000172467019000059/perspecta331201910-kex211l.htm
6544,6544,AGILYSYS INC,10-K,78749,20190524,http://www.sec.gov/Archives/edgar/data/78749/0000078749-19-000021-index.htm,/Archives/edgar/data/78749/000007874919000021/ex21subsidiaries3312019.htm
6547,6547,"Advanzeon Solutions, Inc.",10-K,22872,20190524,http://www.sec.gov/Archives/edgar/data/22872/0001615774-19-008389-index.htm,/Archives/edgar/data/22872/000161577419008389/s118281_ex21-1.htm
6548,6548,"Boot Barn Holdings, Inc.",10-K,1610250,20190524,http://www.sec.gov/Archives/edgar/data/1610250/0001558370-19-005281-index.htm,/Archives/edgar/data/1610250/000155837019005281/boot-20190330ex211ec86d1.htm
6549,6549,CIRRUS LOGIC INC,10-K,772406,20190524,http://www.sec.gov/Archives/edgar/data/772406/0000772406-19-000008-index.htm,/Archives/edgar/data/772406/000077240619000008/crusex21133019.htm
6551,6551,ELECTRONIC ARTS INC.,10-K,712515,20190524,http://www.sec.gov/Archives/edgar/data/712515/0000712515-19-000019-index.htm,/Archives/edgar/data/712515/000071251519000019/ex-211subsidiariesofthereg.htm
6553,6553,"HOULIHAN LOKEY, INC.",10-K,1302215,20190524,http://www.sec.gov/Archives/edgar/data/1302215/0001302215-19-000044-index.htm,/Archives/edgar/data/1302215/000130221519000044/hli-033119xex211.htm
6554,6554,"LEGG MASON, INC.",10-K,704051,20190524,http://www.sec.gov/Archives/edgar/data/704051/0000704051-19-000069-index.htm,/Archives/edgar/data/704051/000070405119000069/lm_exhibitx21x3312019.htm
6555,6555,Myovant Sciences Ltd.,10-K,1679082,20190524,http://www.sec.gov/Archives/edgar/data/1679082/0001679082-19-000019-index.htm,/Archives/edgar/data/1679082/000167908219000019/myovantex211.htm
6556,6556,SYMANTEC CORP,10-K,849399,20190524,http://www.sec.gov/Archives/edgar/data/849399/0000849399-19-000005-index.htm,/Archives/edgar/data/849399/000084939919000005/a32919exhibit2101.htm
6557,6557,UNIVERSAL CORP /VA/,10-K,102037,20190524,http://www.sec.gov/Archives/edgar/data/102037/0000102037-19-000022-index.htm,/Archives/edgar/data/102037/000010203719000022/uvv-exhibit21x03312019.htm
6558,6558,V F CORP,10-K,103379,20190524,http://www.sec.gov/Archives/edgar/data/103379/0000103379-19-000006-index.htm,/Archives/edgar/data/103379/000010337919000006/vfc3302019ex21.htm
6559,6559,VIRTUSA CORP,10-K,1207074,20190524,http://www.sec.gov/Archives/edgar/data/1207074/0001558370-19-005297-index.htm,/Archives/edgar/data/1207074/000155837019005297/vrtu-20190331ex211c2b0ce.htm
6560,6560,WORLD ACCEPTANCE CORP,10-K,108385,20190524,http://www.sec.gov/Archives/edgar/data/108385/0000108385-19-000011-index.htm,/Archives/edgar/data/108385/000010838519000011/wrld_03312019xex21.htm
6562,6562,Axovant Gene Therapies Ltd.,10-K,1636050,20190611,http://www.sec.gov/Archives/edgar/data/1636050/0001636050-19-000053-index.htm,/Archives/edgar/data/1636050/000163605019000053/axovantexhibit211.htm
6564,6564,CAPSTONE TURBINE Corp,10-K,1009759,20190611,http://www.sec.gov/Archives/edgar/data/1009759/0001558370-19-005619-index.htm,/Archives/edgar/data/1009759/000155837019005619/cpst-20190331ex216205e12.htm
6565,6565,TESSCO TECHNOLOGIES INC,10-K,927355,20190611,http://www.sec.gov/Archives/edgar/data/927355/0001558370-19-005621-index.htm,/Archives/edgar/data/927355/000155837019005621/tess-20190331ex2111b8134.htm
6566,6566,AMERICAN OUTDOOR BRANDS CORP,10-K,1092796,20190619,http://www.sec.gov/Archives/edgar/data/1092796/0001564590-19-022862-index.htm,/Archives/edgar/data/1092796/000156459019022862/aobc-ex211_10.htm
6567,6567,BARNES & NOBLE INC,10-K,890491,20190619,http://www.sec.gov/Archives/edgar/data/890491/0001193125-19-176078-index.htm,/Archives/edgar/data/890491/000119312519176078/d703316dex211.htm
6568,6568,INNSUITES HOSPITALITY TRUST,10-K,82473,20190619,http://www.sec.gov/Archives/edgar/data/82473/0001493152-19-009454-index.htm,/Archives/edgar/data/82473/000149315219009454/ex21.htm
6572,6572,Rexnord Corp,10-K,1439288,20190514,http://www.sec.gov/Archives/edgar/data/1439288/0001439288-19-000021-index.htm,/Archives/edgar/data/1439288/000143928819000021/ex211listofsubsidiaries331.htm
6574,6574,TAKE TWO INTERACTIVE SOFTWARE INC,10-K,946581,20190514,http://www.sec.gov/Archives/edgar/data/946581/0001628280-19-006691-index.htm,/Archives/edgar/data/946581/000162828019006691/ex-211033119.htm
6575,6575,TRANS WORLD ENTERTAINMENT CORP,10-K,795212,20190514,http://www.sec.gov/Archives/edgar/data/795212/0000930413-19-001668-index.htm,/Archives/edgar/data/795212/000093041319001668/c93463_ex21.htm
6577,6577,VOXX International Corp,10-K,807707,20190514,http://www.sec.gov/Archives/edgar/data/807707/0000807707-19-000013-index.htm,/Archives/edgar/data/807707/000080770719000013/voxx-2282019ex21.htm
6584,6584,J M SMUCKER Co,10-K,91419,20190617,http://www.sec.gov/Archives/edgar/data/91419/0000091419-19-000005-index.htm,/Archives/edgar/data/91419/000009141919000005/sjm43019-10kex21.htm
6587,6587,"Diversified Restaurant Holdings, Inc.",10-K,1394156,20190404,http://www.sec.gov/Archives/edgar/data/1394156/0001394156-19-000020-index.htm,/Archives/edgar/data/1394156/000139415619000020/exhibit21diversifiedrestau.htm
6588,6588,EVOLVING SYSTEMS INC,10-K,1052054,20190404,http://www.sec.gov/Archives/edgar/data/1052054/0001104659-19-019960-index.htm,/Archives/edgar/data/1052054/000110465919019960/a19-30094_1ex21da.htm
6589,6589,NANOPHASE TECHNOLOGIES Corp,10-K,883107,20190404,http://www.sec.gov/Archives/edgar/data/883107/0001387131-19-002520-index.htm,/Archives/edgar/data/883107/000138713119002520/ex21-1.htm
6594,6594,VIASPACE Inc.,10-K,1270200,20190404,http://www.sec.gov/Archives/edgar/data/1270200/0001564590-19-010773-index.htm,/Archives/edgar/data/1270200/000156459019010773/vspc-ex21_7.htm
6595,6595,WILLIAMS SONOMA INC,10-K,719955,20190404,http://www.sec.gov/Archives/edgar/data/719955/0001193125-19-097973-index.htm,/Archives/edgar/data/719955/000119312519097973/d683578dex211.htm
6597,6597,GLADSTONE INVESTMENT CORPORATION\DE,10-K,1321741,20190513,http://www.sec.gov/Archives/edgar/data/1321741/0001193125-19-145332-index.htm,/Archives/edgar/data/1321741/000119312519145332/d741282dex21.htm
6599,6599,Prestige Consumer Healthcare Inc.,10-K,1295947,20190513,http://www.sec.gov/Archives/edgar/data/1295947/0001295947-19-000015-index.htm,/Archives/edgar/data/1295947/000129594719000015/exhibit211directindirectsu.htm
6602,6602,"ENNIS, INC.",10-K,33002,20190506,http://www.sec.gov/Archives/edgar/data/33002/0001564590-19-015928-index.htm,/Archives/edgar/data/33002/000156459019015928/ebf-ex21_11.htm
6606,6606,"VPR Brands, LP.",10-K,1376231,20190506,http://www.sec.gov/Archives/edgar/data/1376231/0000891092-19-005562-index.htm,/Archives/edgar/data/1376231/000089109219005562/e2903ex21-1.htm
6609,6609,CalAmp Corp.,10-K,730255,20190501,http://www.sec.gov/Archives/edgar/data/730255/0001564590-19-014471-index.htm,/Archives/edgar/data/730255/000156459019014471/camp-ex21_11.htm
6614,6614,MIDWEST HOLDING INC.,10-K,355379,20190501,http://www.sec.gov/Archives/edgar/data/355379/0001206774-19-001601-index.htm,/Archives/edgar/data/355379/000120677419001601/midwest3485289-ex211.htm
6615,6615,NEUTRA CORP.,10-K,1512886,20190501,http://www.sec.gov/Archives/edgar/data/1512886/0001161697-19-000173-index.htm,/Archives/edgar/data/1512886/000116169719000173/ex_21.htm
6622,6622,VIRCO MFG CORPORATION,10-K,751365,20190501,http://www.sec.gov/Archives/edgar/data/751365/0001628280-19-005502-index.htm,/Archives/edgar/data/751365/000162828019005502/virc-201910kexhibit211.htm
6623,6623,AMERCO /NV/,10-K,4457,20190529,http://www.sec.gov/Archives/edgar/data/4457/0000004457-19-000024-index.htm,/Archives/edgar/data/4457/000000445719000024/ex21.htm
6626,6626,CAVCO INDUSTRIES INC.,10-K,278166,20190529,http://www.sec.gov/Archives/edgar/data/278166/0000278166-19-000053-index.htm,/Archives/edgar/data/278166/000027816619000053/cvco-2019330xexhibit21.htm
6627,6627,COLUMBUS MCKINNON CORP,10-K,1005229,20190529,http://www.sec.gov/Archives/edgar/data/1005229/0001005229-19-000153-index.htm,/Archives/edgar/data/1005229/000100522919000153/a033119exhibit211.htm
6628,6628,Capri Holdings Ltd,10-K,1530721,20190529,http://www.sec.gov/Archives/edgar/data/1530721/0001530721-19-000023-index.htm,/Archives/edgar/data/1530721/000153072119000023/cpri03302019ex211.htm
6632,6632,EnerSys,10-K,1289308,20190529,http://www.sec.gov/Archives/edgar/data/1289308/0001289308-19-000028-index.htm,/Archives/edgar/data/1289308/000128930819000028/exhibit2114qfy19.htm
6634,6634,"LiveRamp Holdings, Inc.",10-K,733269,20190529,http://www.sec.gov/Archives/edgar/data/733269/0000733269-19-000022-index.htm,/Archives/edgar/data/733269/000073326919000022/q42019ex21subsidiaries.htm
6636,6636,"MONRO, INC.",10-K,876427,20190529,http://www.sec.gov/Archives/edgar/data/876427/0001562762-19-000139-index.htm,/Archives/edgar/data/876427/000156276219000139/mnro-20190330xex21_01.htm
6637,6637,Mimecast Ltd,10-K,1644675,20190529,http://www.sec.gov/Archives/edgar/data/1644675/0001564590-19-020753-index.htm,/Archives/edgar/data/1644675/000156459019020753/mime-ex211_9.htm
6639,6639,"NEXTGEN HEALTHCARE, INC.",10-K,708818,20190529,http://www.sec.gov/Archives/edgar/data/708818/0001564590-19-020627-index.htm,/Archives/edgar/data/708818/000156459019020627/nxgn-ex21_8.htm
6641,6641,Quotient Ltd,10-K,1596946,20190529,http://www.sec.gov/Archives/edgar/data/1596946/0001564590-19-020748-index.htm,/Archives/edgar/data/1596946/000156459019020748/qtnt-ex211_6.htm
6642,6642,"Rocky Mountain Chocolate Factory, Inc.",10-K,1616262,20190529,http://www.sec.gov/Archives/edgar/data/1616262/0001437749-19-010981-index.htm,/Archives/edgar/data/1616262/000143774919010981/ex_144990.htm
6644,6644,SPRINT Corp,10-K,101830,20190529,http://www.sec.gov/Archives/edgar/data/101830/0000101830-19-000022-index.htm,/Archives/edgar/data/101830/000010183019000022/sprintcorp10-kexhibit21201.htm
6647,6647,VIASAT INC,10-K,797721,20190529,http://www.sec.gov/Archives/edgar/data/797721/0001564590-19-020649-index.htm,/Archives/edgar/data/797721/000156459019020649/vsat-ex211_6.htm
6648,6648,VIDEO DISPLAY CORP,10-K,758743,20190529,http://www.sec.gov/Archives/edgar/data/758743/0001193125-19-159078-index.htm,/Archives/edgar/data/758743/000119312519159078/d702665dex21.htm
6653,6653,INTERGROUP CORP,10-K,69422,20190830,http://www.sec.gov/Archives/edgar/data/69422/0001144204-19-043033-index.htm,/Archives/edgar/data/69422/000114420419043033/tv527966_ex21.htm
6654,6654,INTUIT INC,10-K,896878,20190830,http://www.sec.gov/Archives/edgar/data/896878/0000896878-19-000132-index.htm,/Archives/edgar/data/896878/000089687819000132/fy19q4-ex2101.htm
6663,6663,PROVIDENT FINANCIAL HOLDINGS INC,10-K,1010470,20190830,http://www.sec.gov/Archives/edgar/data/1010470/0000939057-19-000345-index.htm,/Archives/edgar/data/1010470/000093905719000345/prov10k2019exh211.htm
6664,6664,SANTA FE FINANCIAL CORP,10-K,86759,20190830,http://www.sec.gov/Archives/edgar/data/86759/0001144204-19-043035-index.htm,/Archives/edgar/data/86759/000114420419043035/tv527980_ex21.htm
6669,6669,BRADY CORP,10-K,746598,20190906,http://www.sec.gov/Archives/edgar/data/746598/0000746598-19-000128-index.htm,/Archives/edgar/data/746598/000074659819000128/brc-20190731xex21.htm
6671,6671,Cell MedX Corp.,10-K,1493712,20190906,http://www.sec.gov/Archives/edgar/data/1493712/0001393905-19-000266-index.htm,/Archives/edgar/data/1493712/000139390519000266/cmxc_ex211.htm
6673,6673,LSI INDUSTRIES INC,10-K,763532,20190906,http://www.sec.gov/Archives/edgar/data/763532/0001437749-19-018000-index.htm,/Archives/edgar/data/763532/000143774919018000/ex_156922.htm
6676,6676,CULP INC,10-K,723603,20190712,http://www.sec.gov/Archives/edgar/data/723603/0001157523-19-001520-index.htm,/Archives/edgar/data/723603/000115752319001520/a52010021ex21.htm
6679,6679,SMARTHEAT INC.,10-K,1384135,20190712,http://www.sec.gov/Archives/edgar/data/1384135/0001185185-19-000967-index.htm,/Archives/edgar/data/1384135/000118518519000967/ex_149459.htm
6686,6686,ACCURAY INC,10-K,1138723,20190823,http://www.sec.gov/Archives/edgar/data/1138723/0001564590-19-032909-index.htm,/Archives/edgar/data/1138723/000156459019032909/aray-ex211_10.htm
6687,6687,ALPHA & OMEGA SEMICONDUCTOR Ltd,10-K,1387467,20190823,http://www.sec.gov/Archives/edgar/data/1387467/0001387467-19-000040-index.htm,/Archives/edgar/data/1387467/000138746719000040/aoslex211fy201910k.htm
6689,6689,ESTEE LAUDER COMPANIES INC,10-K,1001250,20190823,http://www.sec.gov/Archives/edgar/data/1001250/0001104659-19-047085-index.htm,/Archives/edgar/data/1001250/000110465919047085/a19-11548_1ex21d1.htm
6693,6693,PARKER HANNIFIN CORP,10-K,76334,20190823,http://www.sec.gov/Archives/edgar/data/76334/0000076334-19-000096-index.htm,/Archives/edgar/data/76334/000007633419000096/ph6302019ex21.htm
6694,6694,"Premier, Inc.",10-K,1577916,20190823,http://www.sec.gov/Archives/edgar/data/1577916/0001577916-19-000019-index.htm,/Archives/edgar/data/1577916/000157791619000019/ex21-pincx20190630.htm
6696,6696,SYNAPTICS Inc,10-K,817720,20190823,http://www.sec.gov/Archives/edgar/data/817720/0001564590-19-032908-index.htm,/Archives/edgar/data/817720/000156459019032908/syna-ex21_6.htm
6697,6697,"American Renal Associates Holdings, Inc.",10-K,1498068,20190905,http://www.sec.gov/Archives/edgar/data/1498068/0001498068-19-000060-index.htm,/Archives/edgar/data/1498068/000149806819000060/ara-12312018xex211.htm
6698,6698,"CISCO SYSTEMS, INC.",10-K,858877,20190905,http://www.sec.gov/Archives/edgar/data/858877/0000858877-19-000012-index.htm,/Archives/edgar/data/858877/000085887719000012/exh211subsidiariesofthereg.htm
6701,6701,U S GLOBAL INVESTORS INC,10-K,754811,20190905,http://www.sec.gov/Archives/edgar/data/754811/0001185185-19-001226-index.htm,/Archives/edgar/data/754811/000118518519001226/ex_156890.htm
6710,6710,CACI INTERNATIONAL INC /DE/,10-K,16058,20190821,http://www.sec.gov/Archives/edgar/data/16058/0001564590-19-032721-index.htm,/Archives/edgar/data/16058/000156459019032721/caci-ex211_9.htm
6711,6711,"CREE, INC.",10-K,895419,20190821,http://www.sec.gov/Archives/edgar/data/895419/0000895419-19-000046-index.htm,/Archives/edgar/data/895419/000089541919000046/cree06302019ex211.htm
6713,6713,MAXIM INTEGRATED PRODUCTS INC,10-K,743316,20190821,http://www.sec.gov/Archives/edgar/data/743316/0000743316-19-000024-index.htm,/Archives/edgar/data/743316/000074331619000024/ex-211q419.htm
6714,6714,MSG NETWORKS INC.,10-K,1469372,20190821,http://www.sec.gov/Archives/edgar/data/1469372/0001469372-19-000015-index.htm,/Archives/edgar/data/1469372/000146937219000015/msgnetworksexhibit21163020.htm
6716,6716,SANFILIPPO JOHN B & SON INC,10-K,880117,20190821,http://www.sec.gov/Archives/edgar/data/880117/0001193125-19-226039-index.htm,/Archives/edgar/data/880117/000119312519226039/d748567dex21.htm
6717,6717,SCHMITT INDUSTRIES INC,10-K,922612,20190821,http://www.sec.gov/Archives/edgar/data/922612/0001193125-19-226154-index.htm,/Archives/edgar/data/922612/000119312519226154/d762575dex211.htm
6718,6718,"Startech Labs, Inc.",10-K,1584480,20190821,http://www.sec.gov/Archives/edgar/data/1584480/0001640334-19-001721-index.htm,/Archives/edgar/data/1584480/000164033419001721/ursl_ex211.htm
6719,6719,Ubiquiti Inc.,10-K,1511737,20190821,http://www.sec.gov/Archives/edgar/data/1511737/0001511737-19-000026-index.htm,/Archives/edgar/data/1511737/000151173719000026/ubnt-06302019xex211nex.htm
6720,6720,CAL-MAINE FOODS INC,10-K,16160,20190722,http://www.sec.gov/Archives/edgar/data/16160/0000016160-19-000048-index.htm,/Archives/edgar/data/16160/000001616019000048/calm-2019x06x01x10kex21.htm
6721,6721,"Ocean Power Technologies, Inc.",10-K,1378140,20190722,http://www.sec.gov/Archives/edgar/data/1378140/0001493152-19-010930-index.htm,/Archives/edgar/data/1378140/000149315219010930/ex21-1.htm
6723,6723,K12 INC,10-K,1157408,20190807,http://www.sec.gov/Archives/edgar/data/1157408/0001558370-19-007293-index.htm,/Archives/edgar/data/1157408/000155837019007293/lrn-20190630ex211f86d37.htm
